Line Length,Line Impedance,Line Angle,kZN Res Comp,kZN Res Angle,Mutual Comp,kZm Mutual Set.,kZm Mutual Angle,Mutual Cut Off,Phase Sequence,Tripping Mode,Line Charging Y,Setting Mode,Phase Chars.,Quad Resistance,Fault Resistance,Zone 1 Ph Status,Zone 1 Ph Reach,Zone 2 Ph Status,Zone 2 Ph Reach,Zone 3 Ph Status,Zone 3 Ph Reach,Zone 3 Ph Dir.,Zone 3 Ph Offset,Zone P Ph Status,Zone P Ph Dir.,Zone P Ph Reach,Zone P Ph Offset,Zone 4 Ph Status,Zone 4 Ph Reach,Ground Chars.,Quad Resistance,Fault Resistance,Zone 1 Gnd Stat.,Zone 1 Gnd Reach,Zone 2 Gnd Stat.,Zone 2 Gnd Reach,Zone 3 Gnd Stat.,Zone 3 Gnd Reach,Zone 3 Gnd Dir.,Zone3 Gnd Offset,Zone P Gnd Stat.,Zone P Gnd Dir.,Zone P Gnd Reach,ZoneP Gnd Offset,Zone 4 Gnd Stat.,Zone 4 Gnd Reach,Digital Filter,CVT Filters
9.06E+03,1.84E+00,6.30E+01,4.10E-01,-4.70E+01,0,1.00E+00,0.00E+00,0.00E+00,0,0,1.00E+00,0,1,1,2.00E+01,1,8.00E+01,1,1.20E+02,1,1.50E+02,1,1.00E+01,0,0,2.00E+02,1.00E+01,1,2.50E+02,1,1,2.00E+01,1,8.00E+01,1,1.20E+02,1,1.50E+02,1,1.00E+01,0,0,2.00E+02,1.00E+01,1,2.50E+02,1,2
