From Bus  Number,From Bus  Name,To Bus  Number,To Bus  Name,Id,Name,Line R (pu),Line X (pu),Charging B (pu),RATE1 (I as MVA),RATE2 (I as MVA),RATE3 (I as MVA),Length,R-Zero (pu),X-Zero (pu),B-Zero (pu),Zbase,R (ohm),X (ohm),Charging B (ohm),R-Zero (ohm),X-Zero (ohm),B-Zero (ohm)
10738,CAIN3J      33.000,10739,CLAS3K      33.000,1,,0.01469,0.0393,0,107.4,97.6,97.6,8,0.01469,0.0393,0,10.89,0.160,0.428,,0.160,0.428,
10740,BLHI4-      400.00,10749,BLHI4R      400.00,1,,0.0001,0.0001,0,1272,1272,1272,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
10740,BLHI4-      400.00,11640,MOWO4-      400.00,1,,0.0001,0.0001,0,9999,9999,9999,0,0.0001,0.0001,0,1600,0.160,0.160,,0.160,0.160,
10740,BLHI4-      400.00,15040,ROTI4J      400.00,1,,0.000708,0.006832,0.20826,2000,1920,1790,35.4,0.00322,0.01866,0.1148,1600,1.133,10.931,,5.152,29.856,
10740,BLHI4-      400.00,15041,ROTI4K      400.00,2,,0.000708,0.006832,0.20826,2000,1920,1790,35.4,0.00322,0.01866,0.1148,1600,1.133,10.931,,5.152,29.856,
10811,BOAG1Q      132.00,10813,BOAG1L      132.00,1,,0.000362,0.008819,0.0798,227,209,209,5.7,0.00141,0.00164,0.0798,174.24,0.063,1.537,,0.246,0.286,
10811,BOAG1Q      132.00,10815,BOAG1P      132.00,1,,0.000558,0.01271,0.1148,227,209,209,8.4,0.00205,0.00238,0.1148,174.24,0.097,2.215,,0.357,0.415,
10812,BOAG1R      132.00,10814,BOAG1M      132.00,1,,0.000362,0.008819,0.0798,227,209,209,5.7,0.00141,0.00164,0.0798,174.24,0.063,1.537,,0.246,0.286,
10813,BOAG1L      132.00,28813,TOMT1L      132.00,1,,0.021877,0.043562,0.0096,215,211,203,19.19,0.00574,0.11346,0.00595,174.24,3.812,7.590,,1.000,19.769,
10814,BOAG1M      132.00,28814,TOMT1M      132.00,1,,0.021877,0.043562,0.0096,215,211,203,19.19,0.00574,0.11346,0.00595,174.24,3.812,7.590,,1.000,19.769,
10815,BOAG1P      132.00,21810,GLFA1-      132.00,1,,0.025189,0.057753,0.01228,126,117,101,24.82,0.06262,0.17433,0,174.24,4.389,10.063,,10.911,30.375,
10830,BOAG3-      33.000,29230,TOMN3J      33.000,1,,0.085,0.2062,0,48.6,48.6,48.6,22,0.085,0.2062,0,10.89,0.926,2.246,,0.926,2.246,
10921,BRCW2J      275.00,10922,BRCW2K      275.00,1,,0.0001,0.0001,0,9999,9999,9999,0,0.0001,0.0001,0,756.25,0.076,0.076,,0.076,0.076,
10921,BRCW2J      275.00,57722,KINA2K      275.00,1,,0.001638,0.024224,0.17089,1910,1830,1710,59.8,0.01075,0.07171,0.10394,756.25,1.239,18.319,,8.130,54.231,
10922,BRCW2K      275.00,25121,BONB2J      275.00,1,,0.00028,0.00409,0.02886,1910,1830,1710,10.1,0.00182,0.01211,0,756.25,0.212,3.093,,1.376,9.158,
10930,BRCW3-      33.000,10931,BRCB3A      33.000,1,,0.0036,0.0047,0,31.7,28.5,28.5,0.5,0.0036,0.0047,0,10.89,0.039,0.051,,0.039,0.051,
10930,BRCW3-      33.000,10931,BRCB3A      33.000,2,,0.0036,0.0047,0,31.7,28.5,28.5,0.5,0.0036,0.0047,0,10.89,0.039,0.051,,0.039,0.051,
10930,BRCW3-      33.000,10938,BRDU3J      33.000,1,,0.03647,0.10472,0,49,49,49,11,0.03647,0.10472,0,10.89,0.397,1.140,,0.397,1.140,
10930,BRCW3-      33.000,10939,BRDU3K      33.000,1,,0.03647,0.10472,0,49,49,49,11,0.03647,0.10472,0,10.89,0.397,1.140,,0.397,1.140,
11011,BREC1Q      132.00,11012,BREC1R      132.00,1,,0.0001,0.0001,0,9999,9999,9999,0,0.0001,0.0005,0,174.24,0.017,0.017,,0.017,0.087,
11011,BREC1Q      132.00,11111,BRID1Q      132.00,1,,0.0061,0.0121,0.0025,112,104,90,5.1,0.0123,0.0323,0,174.24,1.063,2.108,,2.143,5.628,
11011,BREC1Q      132.00,14014,FIDD1B      132.00,1,,0.0313,0.0652,0.0266,112,104,90,30.4,0.0516,0.249,0.0186,174.24,5.454,11.360,,8.991,43.386,
11012,BREC1R      132.00,11112,BRID1R      132.00,1,,0.0061,0.0121,0.0025,112,104,90,5.1,0.0123,0.0323,0,174.24,1.063,2.108,,2.143,5.628,
11012,BREC1R      132.00,13011,DENS1Q      132.00,1,,0.0308,0.0633,0.0129,112,104,90,26.1,0.0529,0.2079,0,174.24,5.367,11.029,,9.217,36.224,
11130,BRID3-      33.000,11139,TULW39      33.000,1,,0.17,0.35,0,22.5,21,18,10,0.51,1.05,0,10.89,1.851,3.812,,5.554,11.435,
11211,BROA1Q      132.00,18611,QUOI1Q      132.00,1,,0.0899,0.1487,0.0311,83,77,67,63.4,0.1967,0.45,0,174.24,15.664,25.909,,34.273,78.408,
11211,BROA1Q      132.00,21710,EDIN1-      132.00,1,,0.06014,0.09963,0.02332,83,77,67,44.9,0.09838,0.38076,0,174.24,10.479,17.360,,17.142,66.344,
11310,BROR1-      132.00,11311,BROR1Q      132.00,1,,0.001004,0.002561,0.00055,111,103,89,1.1,0.00233,0.00689,0.00033,174.24,0.175,0.446,,0.406,1.201,
11311,BROR1Q      132.00,13211,DUBE1Q      132.00,1,,0.03522,0.089813,0.01914,126,117,101,38.58,0.08164,0.24149,0.01172,174.24,6.137,15.649,,14.225,42.077,
11311,BROR1Q      132.00,23217,LOCB1T      132.00,1,,0.023626,0.060248,0.01284,126,117,101,25.88,0.05476,0.16199,0.00786,174.24,4.117,10.498,,9.541,28.225,
